title,text,author,published,tags,source
Elfmeter? VAR? „Möchte kein Fass aufmachen“,,,1600670236,"Sport,Marco Rose",welt
Feuer im Flüchtlingslager auf Samos – Brand unter Kontrolle,,,1600670173,"Videos,Griechenland",welt
„Bayern das beste Team der Welt“,,,1600670150,"Sport,Lucien Favre",welt
Merz kreidet Bayern-Bossen „Dummheit oder Arroganz“ an,"Anzeige

Der CDU-Politiker Friedrich Merz hat die Chefetage des FC Bayern München für das enge Beieinandersitzen beim Bundesliga-Aufakt scharf kritisiert. „Mein Gedanke, bei dem, was ich da gesehen habe: Dummheit oder Arroganz“, sagte der Kandidat für den Bundesvorsitz der Partei der „Bild“.

Bayern-Vorstandschef Karl-Heinz Rummenigge hatte sich am Sonntag bereits reumütig gezeigt und mit Blick auf die geltenden Einschränkungen in der Corona-Krise ein angemesseneres Verhalten versprochen. „Wir sind uns alle einig, dass das Bild nicht vorbildlich war. Wir werden das ändern“, sagte er in der TV-Sendung „Sky90“.

Friedrich Merz zielte auf einen wunden Punkt – bei den Bayern wie auch in der Liga Quelle: Getty Images/Lukas Schulze

Auch Bayern-Präsident Herbert Hainer äußerte sich im „Kicker“ entsprechend: „In Zukunft werden wir uns absolut regelkonform verhalten.“ Beim 8:0 zum Bundesliga-Auftakt gegen den FC Schalke 04 am Freitagabend in der Allianz Arena hatten die Vereinsvertreter der Bayern und auch der Gäste aus Gelsenkirchen ohne Abstand und Mund-Nasen-Schutz auf der Ehrentribüne eng zusammengesessen.

Anzeige

Rummenigge sprach auch von einem Missverständnis in der Auslegung der Corona-Vorgaben. Der 64-Jährige berief sich wie schon sein Vorstandskollege Oliver Kahn auf Bestimmungen in der bayerischen Infektionsschutzmaßnahmenverordnung, die grundsätzlich einen Aufenthalt im öffentlichen Raum in Gruppen von bis zu zehn Personen gestattet. Aber er ergänzte einsichtig: „Beim nächsten Spiel werden wir den notwendigen Abstand halten, wenn das gewünscht ist.“

Das Bild des Anstoßes: Die Bosse des FC Bayern verfolgen das Spiel gegen Schalke dicht an dicht und ohne Masken Quelle: ZDF

Bayerns Gesundheitsministerin Melanie Huml hatte zuvor die Top-Funktionäre des FC Bayern für ihr Verhalten gerügt. Der CSU-Politikerin zufolge wäre es für die Münchener Führungsriege „klüger gewesen, wenn sie nicht so eng aufeinandergesessen wären – weil auch ausreichend Platz war“, sagte sie.

Lob von Spahn für die Stadt München

Nach der Einigung der Länder auf eine bundeseinheitliche Testphase mit Zuschauern hatte die Partie gegen Schalke eigentlich vor 7500 Fans in der Allianz Arena stattfinden sollen. Wegen der Corona-Lage in München hatte die Stadt aber kurzfristig ihre Genehmigung dafür wieder entzogen. Dem DFL-Konzept für den aktuellen Sonderspielbetrieb zufolge herrscht bei 35 oder mehr Neuinfektionen mit dem Coronavirus pro Woche pro 100.000 Einwohner eine ständige Maskenpflicht auf den Tribünen.

Anzeige

Bundesgesundheitsminister Jens Spahn hat unterdessen die Entscheidung, die Bundesliga-Auftaktpartie in München ohne Zuschauer auszutragen, gelobt und ähnliche kurzfristige Schritte auch künftig nicht ausgeschlossen. „So bitter das für den Einzelnen und die Stimmung beim Fußball sein mag: Wenn regional die Infektionszahlen steigen, sollten keine Fans ins Stadion. Die Stadt München hat das genau richtig gemacht“, sagte der CDU-Politiker der „Rheinischen Post“. Die Entscheidung, dass das Risiko zu groß ist, fiel erst am Donnerstag. „Entscheidend sind gute Konzepte, die dann auch konsequent angewandt werden“, sagte Spahn.

Lesen Sie auch Pandemie Warum die Corona-Zahlen in Bayern so schlecht sind

Hier finden Sie unseren Live-Ticker mit allen relevanten Updates zur Corona-Krise.","'Oliver Müller', 'Christian Falk'",1600669963,"Fußball,Corona-Fehltritt",welt
Daniel Theis und seine Boston Celtics schlagen die Heat,,,1600669707,"Sport,NBA",welt
Arsenal London noch kein Titelfavorit,,,1600669608,"Sport,Mikel Arteta",welt
Werde bereit für French Open sein,,,1600669539,"Sport,Rafael Nadal",welt
Neue Stars für Manchester United? Das sagt Ole Gunnar Solskjaer,,,1600669429,"Sport,Premier League",welt
Drei Punkte gegen Mainz! RB Leipzig siegt zum Start,,,1600669303,"Sport,Bundesliga",welt
Harry Kane hat das Spiel entschieden,,,1600669213,"Sport,Jose Mourinho",welt
"So musst du gucken, um einer Ziege zu gefallen","Hunde sind darin hervorragend, und auch Pferde besitzen diese Fähigkeit. Nun gesellen sich noch Ziegen zu den Menschenkennern. Sie durchschauen uns und können am Gesichtsausdruck unsere Stimmung ablesen.

Anzeige

Hunde und Pferde leben schon seit Jahrtausenden eng mit uns Menschen zusammen. Ausreichend Zeit also, um uns genauestens zu studieren. Daher verwundert es nicht, dass sie an unserer Gestik und Mimik sowie dem Tonfall unsere Stimmung erkennen können.

Mehr dazu kannst du hier nachlesen: Bitte recht freundlich! Warum du besser lächeln solltest, wenn du auf ein Pferd triffst

Wozu Haustiere fähig sind, sind auch Nutztiere in der Lage, obwohl sie weit weniger Kontakt zu Menschen haben. So konnte der Verhaltensforscher Alan McElligott und sein Team unter der Leitung der Queen Mary University of London 2018 zeigen:

Ziegen erkennen unseren Gesichtsausdruck. Dabei unterscheiden sie nicht nur zwischen freundlichen und grimmigen Minen, die Tiere bevorzugen eindeutig lächelnde Gesichter.

Studienleiter Alan McElligott mit einer seiner Versuchsziegen. Quelle: Alan McElligott

Für die Studie haben die Wissenschaftler 20 Ziegen eines britischen Gnadenhofs je zwei Fotos eines Gesichts einer ihnen unbekannten Person gezeigt – auf einem lächelte sie, auf dem anderen schaute sie wütend.

Dabei zeigte sich, dass die Tiere viel stärker auf das freundliche Gesicht reagierten.

Anzeige

Sie gingen gezielt zu dem Foto, beschnüffelten es und berührten es mit der Schnauze. Die Ziegen waren noch einmal mehr davon angetan, wenn das lächelnde Bild auf der rechten Seite hing. Dies lasse sich laut der Forscher damit erklären, dass Tiere Informationen des rechten Auges mit der linken Gehirnhälfte verarbeiten, die für positive Emotionen zuständig ist.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren

Unsere Ergebnisse eröffnen neue Wege, um das emotionale Leben aller Haustiere zu verstehen.

Ihre Studie habe gezeigt, dass die Fähigkeit von Tieren, die Mimik zu unterscheiden, viel weiter verbreitet ist als bisher gedacht. Dies sollten wir bei unserem Verhalten ihnen gegenüber immer im Kopf behalten, mahnen die Forscher. In weiteren Studien wollen sie herausfinden, ob Ziegen auch tatsächlich verstehen, welcher Gesichtsausdruck für welche Emotion steht.

An dieser Stelle finden Sie Inhalte von Drittanbietern Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir Ihre Zustimmung. Externe Inhalte aktivieren





Dieser Artikel wurde erstmals im September 2019 veröffentlicht.",Viola Ulrich,1600669080,"kmpkt,Immer schön lächeln!",welt
"„Schubs mich, und du fängst dir ne Kugel“, sagt der Polizist zum Demonstranten",,,1600668898,"Videos,Dresden",welt
Karlsruhes bester Stürmer tritt in den Streik,"Anzeige

Der Start in die Zweitligasaison ging für den Karlsruher SC gründlich daneben. Zum einen verloren die Badener das Auswärtsspiel bei Hannover 96 0:2 (0:1), zum anderen droht ihnen der Verlust ihres besten Angreifers. Der ist offensichtlich in den Streik getreten, um seinen Abgang zu erzwingen.

KSC-Sportchef Oliver Kreuzer jedenfalls erhob schwere Vorwürfe gegen Philipp Hofmann, 27, der in Hannover 96 auf eigenen Wunsch überraschend nur auf der Bank saß. Hofmann würde gern zum Erstligaklub Union Berlin wechseln, die Klubs können sich bislang aber nicht über die Ablöse einigen.

Kreuzer sagte vor dem Spiel bei Sky: „Philipp hat uns gestern informiert – den Trainer und mich –, dass er sich nicht imstande fühlt, heute aufzulaufen. Dementsprechend spielt er heute nicht. Ich glaube nicht, dass es ihm körperlich schlecht geht. Das ist vielleicht ein letzter Versuch, den Wechsel zu erzwingen.“

Lesen Sie auch Marco Rose „Champions League ist schon toll. Aber natürlich geht immer mehr“

Anzeige

Hofmann war in der vergangenen Spielzeit der erfolgreichste Torschütze des KSC. In 33 Spielen traf er 17-mal, damit lag er auf Rang drei der Zweitliga-Torschützenliste. Nun scheint er sich mit den Berlinern bereits über einen Wechsel einig zu sein, wovon zumindest Kreuzer ausgeht. Er stellte aber klar: „Momentan passt es nur für Union und Philipp, aber nicht für den KSC. Dementsprechend bleibt Philipp – Stand heute – beim KSC.“

„Weit weg von dem, was Union Berlin sich vorstellt“

Karlsruhe fordert eine Millionenablöse für Hofmann, diese sei laut Kreuzer aber nicht so hoch, wie berichtet wird. „Was kolportiert wurde in den Medien, fünf Millionen Euro, das ist weit weg von dem, was wir uns vorstellen“, sagt er: „Aber wir sind auch noch weit weg von dem, was Union Berlin sich vorstellt.“

Lesen Sie auch Lothar Matthäus „Mit diesem Transferverhalten wird der BVB Bayern nicht gefährlich“

In den beiden anderen Samstagsspielen besiegte die SV Sandhausen zu Hause Darmstadt 98 knapp 3:2 (2:1), Erzgebirge Aue übernahm mit einem klaren 3:0 (0:0) bei Aufsteiger Würzburger Kickers die Tabellenspitze. Bereits am Freitag war der Hamburger SV mit einem 2:1 (1:0) im Spitzenspiel gegen Fortuna Düsseldorf erfolgreich in die Saison gestartet.","'Lars Gartenschläger', 'Martin Sonnleitner'",1600522466,"Fußball,„Nicht imstande aufzulaufen“",welt
Grüne legen auch im Bund zu – SPD verliert Zustimmung,,,1600520713,"Deutschland,Nach NRW-Wahl",welt
