title,text,author,published,tags,source
Gesellschaft für deutsche Sprache rät „ausdrücklich“ von Gendersternchen ab,"Die Diskussion um geschlechtergerechte Sprache läuft seit Jahren – und es gibt auch Kritiker, die alles ganz beim Alten belassen wollen. So schrieb die AfD-Bundestagsfraktionsvorsitzende Alice Weidel in einer Mitteilung im März 2019: „Die sogenannte ‚gendergerechte‘ Sprache ist ein Orwell-Projekt. Sie vergewaltigt nicht nur unsere Muttersprache und zertrümmert Texte bis zur Unlesbarkeit, sie will über die Manipulation der Sprache auch unser Denken im Sinne der Gender-Ideologie beeinflussen und kontrollieren.“","'Hannelore Crolly', 'Susanne Gaschke', 'Thore Barfuss'",1597392942,"Deutschland,„Kein geeignetes Mittel“",welt
Das Comeback der Elbphilharmonie,"Anzeige

„Das Geräusch gerade haben wir sehr vermisst“, ruft Julia Hülsmann nach dem tosenden Applaus des Publikums ins Mikrofon. Gemeinsam mit dem Vibraphonisten Christopher Dell und dem Posaunisten Nils Wogram steht die Jazzpianistin am Sonntagabend in der Hamburger Elbphilharmonie auf der Bühne. Nach fünf Monaten Corona-bedingter Schließung des Konzerthauses ist der Auftritt der drei Musiker der erste Testlauf vor Live-Publikum.

Besucher warten auf den Beginn des Konzertes ""Come together"" in der Elbphilharmonie Quelle: dpa

Um die strengen Hygienemaßnahmen umzusetzen, dürfen statt 2100 lediglich 628 Besucher in den Großen Saal. Nur jede zweite Sitzreihe wird genutzt und zwischen jedem Platz sind jeweils zwei Sessel gesperrt. Auch vieles andere ist neu: Die Konzerte dauern nur etwa eine Stunde und es gibt keine Pausen mehr. An den Wänden hängen Spender mit Desinfektionsmittel. Bodenmarkierungen am Einlass, vor den Toiletten und vor dem Tresen der Bar erinnern die Besucher daran, die Abstandsregeln einzuhalten. Auf allen Laufwegen muss ein Mund-Nasen-Schutz getragen werden – auch das Personal trägt schwarze Masken mit weißer „Elphi“-Silhouette.

Lesen Sie auch Zum zehnten Todestag Den Gipfel seiner Berüchtigtheit erreichte Schlingensief mit einer eher kleinen Aktion





Anzeige





Als Erstes dürfen sich an diesem Abend geladene Gäste des Vereins „Freundeskreis Elbphilharmonie und Laeiszhalle“, der unter anderem freiberufliche Musiker in der Corona-Krise unterstützt hat, über das Konzerterlebnis freuen. Die ausgedünnten Ränge in dem imposanten Saal sind ein ungewohntes Bild. „Es sieht so leer aus“, sagt ein Junge, der gemeinsam mit seinen Eltern und seinem Bruder ins Konzerthaus gekommen ist.

„Ich danke Ihnen, dass Sie heute Abend unsere Versuchskaninchen sind“, begrüßt Intendant Christoph Lieben-Seutter zu Beginn das Publikum. Er bitte um Verständnis für die Maßnahmen. „Wir wollen den Konzertbesuch dennoch so locker wie möglich gestalten“, erklärt der 56-Jährige.

Lesen Sie auch Livestream Kirsten Boie liest im Wohnzimmer von Loki und Helmut Schmidt

Anzeige





Hülsmann, Dell und Wogram erinnern mit dem eigens zusammengesetzten Programm „Come together“ an den ersten Auftritt der Beatles in Hamburg vor rund 60 Jahren. In der einstündigen Show spielen die Musiker eigene Interpretationen bekannter Songs der weltbekannten Band wie „Yesterday“, „Eleanor Rigby“ und „Can‘t buy me love“. „Wir drücken die Daumen, dass der Test gut verläuft und es irgendwie weitergeht“, sagt die 52-jährige Hülsmann. Vom Publikum gibt es viel Beifall. „Endlich wieder ein Stück Normalität“, freut sich eine 68-jährige Besucherin.

Am 12. März fand hier das letzte Konzert vor Live-Publikum statt. Seitdem wurden mit dem digitalen Angebot „#ElphiAtHome“ virtuelle Hausführungen oder kleine Konzerte und ältere Konzertmitschnitte im Internet gestreamt. Bis Ende August werden auf dem Platz vor der Elbphilharmonie zudem Konzerte live aus dem Großen Saal übertragen und auf einer großen Leinwand gezeigt. Ursprünglich war das Testkonzert der drei Musiker vor Live-Publikum bereits am 17. August geplant, musste aber aufgrund eines technischen Defekts verschoben werden. Ab dem 1. September soll der Spielbetrieb in der „Elphi“ wieder aufgenommen werden. Geplant ist der Start in die neue Konzertsaison mit einem Auftritt des NDR-Elbphilharmonie-Orchesters unter Alan Gilbert.","'Manuel Brug', 'Stefan Grund', 'Jörn Lauterbach'",1598255384,"Hamburg,Nach fünf Monaten Pause",welt
Die FDP muss mutiger werden,,Oliver Luksic,1598255338,"Kommentare,Liberale",welt
"Sieben einfache Ideen, die die Welt besser machen",,Jens Lubbadeh,1598254920,"Wissenschaft,Lowtech-Innovationen",welt
Foto zeigt Kampf zwischen Hai und Riesenkalmar,,,1598254816,"Natur & Umwelt,Seltene Aufnahme",welt
"Was hinter dem Altbau-Boom steckt, in Gelsenkirchen und anderswo",In vielen Städten sind die Preise von Altbauwohnungen noch stärker gestiegen als die von neueren Objekten. Das liegt nicht nur an den Vorlieben der Käufer. In vielen Städten kurbelt die schiere Wohnungsnot die Nachfrage an.,Richard Haimann,1598254500,"Immobilien,Steigende Preise",welt
„Der Platz im Klub der Champions lässt sich nicht erkaufen“,"Trainer Thomas Tuchel spricht nach der Niederlage von Paris Saint-Germain im Champions-League-Finale gegen den FC Bayern München in Lissabon über seine Zukunft sowie die von PSG, den FC Bayern und seine Gratulation an Uli Hoeneß.

Anzeige

Es war ein historischer Abend: Der FC Bayern München gewann nicht nur das Finale gegen Paris St.-Germain mit 1:0 (0:0), die Münchner sind in 28 Jahren Champions League auch der erste Titelträger, der vom Start bis zum Finale alle Partien gewinnen konnte. Elf Siege reihte der deutsche Rekordmeister bis zum krönenden Triumph am Sonntagabend in Lissabon aneinander. Entsprechend hymnisch fiel die Rezeption in den internationalen Medien aus. Die Pressestimmen:

Frankreich

L'Equipe: „Neymar war sehr enttäuschend, Neuer gigantisch. Der Brasilianer verfehlte sein Match, während der deutsche Torhüter entscheidend zum Sieg der Bayern gegen PSG beitrug.“

El País: „Bayern herrscht wieder in Europa. Bayern München nutzte seine große Erfahrung gegen PSG und gewann den sechsten Europapokal seiner Geschichte. Ein einziges Tor von Coman reichte aus, um die bayerische Mannschaft erneut zum Europameister zu krönen, was sie seit 2013 nicht mehr erreicht hatte. Die ungewöhnlichste Champions League in der Geschichte, die erste ohne Fans auf der Tribüne, endete mit der alten Fußballordnung, die von den Bayern repräsentiert wurde.“

So nah und doch so fern - Neymar berührt den Pokal, der er so gern gewonnen hätte Quelle: REUTERS

Anzeige

Le Parisien: „Neymar ist ausgelöscht. Nach einer anständigen ersten Halbzeit verlor der brasilianische PSG-Star an diesem Sonntag wie sein Team den Halt. Es war nicht sein Finale. Das Phänomen, das in den letzten Spielen fast übernatürlich geworden war, ist wieder menschlich geworden, fast gewöhnlich. Neymar hat nach seinem Sieg 2015 in Barcelona keinen weiteren Champions-League-Titel seiner Erfolgsbilanz hinzugefügt. Dem deutschen Metronom gegenüber hat es der hübschen Pariser Maschine leider an Erfolg gefehlt, sie war zuerst angespannt und saß dann in der zweiten Halbzeit in der Klemme. Als Symbol für diese Sackgasse hat der brasilianische Star das Spiel in Tränen beendet. Tränen der Traurigkeit und Frustration, die er nicht als einziger vergossen hat. Viele von uns haben an sein Talent geglaubt. Und so mancher hatte gehofft, dass die Götter des Fußballs dieses Jahr dem PSG beistehen würden. Das Erwachen ist schmerzhaft.“

Midi Libre: „Der Traum ist vorbei. Wie Saint-Etienne, wie Olympique Marseille, wie so viele andere vor ihnen, verlor PSG sein erstes Champions-League-Finale. Erfasst von dem Ereignis, geschlagen von den Bayern, die lange Erfahrung mit diesen großen Treffen haben. Der bayerische Club hat dieses Finale auf chirurgische Weise mit Ballbesitz und Realismus gemeistert, um seinen sechsten Titel zu gewinnen und seinen Status als großer Favorit dieser Endrunde in Lissabon zu bestätigen.“

Lesen Sie auch Die Flick-Story „Hansi kam mit einer Präsentationsmappe“

Libération: „Trotz einer lebhaften ersten Halbzeit verlor der Pariser Klub am Sonntagabend mit 0:1 gegen FC Bayern München – und muss noch warten, bevor er den Flaggschiff-Wettbewerb des europäischen Fußballs gewinnt. Und Neymar ging unter: Von der deutschen Organisation isoliert, genervt von der voranschreitenden Spielzeit, war er nicht in der Lage, wie sonst das Kaninchen aus dem Hut zu zaubern.“

Italien

Anzeige

Gazzetta dello Sport: „Für die Bayern ist es der Preis für die absolute Vorherrschaft: Niemand hat es jemals geschafft, alle Champions-League-Spiele zu gewinnen, vom ersten in der Gruppe bis zum letzten. Der Abschluss dieser endlosen Fußballsaison, die von der Coronavirus-Pandemie geprägt ist, krönt Hans-Dieter Flick, den Mann, der nach Kovacs Freistellung das Ruder übernahm und ein Team, das sich in einer Identitätskrise befand, wiederherstellte so wie es in der Vergangenheit Jupp Heynckes tat. Das Finale, das nur stellenweise spektakulär war, hat die Haare von Coman und die Handschuhe von Neuer: Letztendlich waren sie es, die den Unterschied machten.“

Spanien

Mundo Deportivo: „Bayern versenkt PSG und vollendet sein Triple. Bayern München ist der neue Europameister. In einem Finale, das nicht den zuvor geweckten Erwartungen entsprach, gelang es dem deutschen Team, sein Triple dank eines einsamen Tores von Coman in der 59. Minute – der Überraschung in der Elf von Flick – zu vollenden. Weder Neymar noch Mbappé schafften es, PSG den lang erwarteten ersten Champions-League-Sieg zu bescheren, denn wenn sie es vor allem in der ersten Halbzeit versuchten, trafen sie immer auf Neuer, ein Garant zwischen den Pfosten.“

Lesen Sie auch FC Bayern „Manuel Neuer? Das grenzt ja fast an Wettbewerbsverzerrung...“

Marca: „Imperiales Bayern!!! Bayern ist der neue König Europas. Die Mannschaft von Beckenbauer, Matthäus, Torpedo Müller, Breitner, Maier und anderen Ballgöttern hat den sechsten Titel erobert. Dafür brauchte es Coman, einen Pariser, einen ehemaligen PSG-Spieler, eine grausame Karambolage. Es war nicht die Nacht von Mbappé und insbesondere von Neymar, den die Deutschen so behandelten, als wäre er ein gänzlich Unbekannter. In einem Match auf dem roten Teppich tauchte der erfahrene Flügelspieler Coman auf, der in dieser seltsamen Welt in der zweiten Halbzeit einen magischen Kopfball landete.“

Anzeige

As: „Es gibt keinen Platz für PSG im auserwählten Klub der Champions, ein Platz, der sich nicht mit Geld kaufen lässt, sondern der sich aus dem Werdegang der Bayern ergibt. Das Tor von Coman, zwar etwas dürftig für ein Finale, hat den Bayern den sechsten Championstitel eingebracht und sie als derzeit unbezwingbare Könige Europas bestätigt.“

So feiern die Bayern-Fans den Triple-Sieg Im Gegensatz zu den randalierenden Fans in Paris strömten in München nach dem Sieg über Paris St. Germain Tausende Bayern-Fans auf die Münchener Straßen und feierten überschwänglich das Triple ihrer Mannschaft. Quelle: WELT

La Vanguardia: „Neuer neutralisierte den besten Neymar, und Kylian Mbappé konnte seinem Ruhm nicht gerecht werden. Keiner der PSG-Stars konnte seine Spuren hinterlassen.“

El Mundo: „Die fußballerische Perfektion ist in einem unerwarteten sommerlichen Finale der Champions League fleischgeworden. Bayern würdigte seine Tradition und Eigenart, krönend zum D-Day mit einem Tor von Kingsley Coman, seinen unbestrittenen Status als beste Fußballmannschaft der Welt und ließ Paris Saint-German in einem Frust zurück, der kein Ende zu haben scheint.“

Österreich

Kurier: „Ein Mann stand im Mittelpunkt, dem vor diesem Final-Duell nur wenig Beachtung geschenkt wurde: Kingsley Coman. Bayern-Coach Hansi Flick hatte den pfeilschnellen Franzosen, der zuletzt nur Ersatz war, überraschend in der Startelf aufgeboten. Und dieser Schachzug sollte sich bezahlt machen. Coman sorgte nicht nur auf der linken Seite für jede Menge Betrieb und Unruhe, er war dann auch nach der Pause bei einer Flanke von Joshua Kimmich zur Stelle und sorgte per Kopf für das entscheidende Tor.“

Schweiz

Tagesanzeiger: „Würdiger hätte ein Sieger nicht sein können. Die Münchner haben alle elf Partien für sich entschieden und dabei 43 Tore erzielt. Sie sind der erste ungeschlagene Champion seit Manchester United 2007/08. Auch die Coronapause konnte dem deutschen Rekordmeister nichts anhaben: Seit dem Restart Mitte Mai gewann Bayern alle 15 Wettbewerbsspiele.“

USA

Washington Post: „Kingsley Coman, ein Pariser und ehemaliges PSG-Talent, traf früh in der zweiten Halbzeit. Manuel Neuer, der brilliante Torwart, stellte sicher, dass die Führung hielt.“

Lesen Sie auch Gastbeitrag von Löw Hansis Entwicklung war für niemanden absehbar, sicher auch nicht für ihn

New York Times: „Bayern war – um einen Schatten – das bessere Team in einem Finale, das ein Gericht hervorbrachte, das sich von all seinen Zutaten deutlich unterschied. Zwei Mannschaften aus Angriffstalenten taten sich in Lissabon zusammen, um ein Spiel zu erschaffen – ein überzeugendes Spiel, ein spannendes Spiel – das eher ein langsam erhitztes Drama als eine schnell befeuerte Unterhaltung war.“

Anzeige

ESPN: „Sicher, Bayern ist ein Profiteur davon, ein Superklub und voll bezahltes Mitglied dieses einen Prozents, das größere, besser bezahlte und talentiertere Kader haben als fast alle anderen. Dieses Ungleichgewicht an Kraft und Ressourcen muss adressiert werden. Aber das erklärt nicht, was wir seit dem Jahreswechsel gesehen haben, insbesondere wenn man es vergleicht mit all dem, was in den ersten Monaten der Saison alles schief gelaufen ist. Also ja, sie sind verdienter Sieger und mehr noch, Sieger, die man mögen kann. Etwas, dass nicht alle Bayern-Mannschaften der Vergangenheit hinbekommen haben.“","'Sven Flohr', 'Julien Wolff', 'Jens Bierschwale'",1598254366,"Champions League,Pressestimmen",welt
Wie Olaf Scholz Bundeskanzler werden will,"Olaf Scholz (SPD) hat ein klares Ziel: Er will Merkels Nachfolge antreten. Von den einen wird er dafür belächelt, in den eigenen Reihen glauben sie plötzlich an die Sensation. Ein Blick nach Nordrhein-Westfalen verrät, wie die Chancen wirklich stehen.",Ulrich Exner,1598254292,"Deutschland,SPD-Kanzlerkandidat",welt
Kommt die Maskenpflicht am Arbeitsplatz?,,,1598254200,"Deutschland,Corona-Pandemie",welt
Dackel Remus hört nur auf „Harry Potter“-Zaubersprüche,,Joel Wille,1598253780,"kmpkt,Hogwarts‘ Neuzugang",welt
Thiago? Hier veräppelt Hansi Flick die Presserunde,,,1598253649,"Sport,FC Bayern München",welt
"„Wenn wir nicht an Covid sterben, dann sterben wir an Hunger“","Um zu sehen, dass auf den Kanaren etwas nicht stimmt, muss man gar nicht weit fahren. Vom Flughafen Teneriffa-Süd einfach in Richtung Süden, erste Ausfahrt raus, den Berg hinunter in Richtung Meer. Und dann liegt zur Rechten das Fünf-Sterne-Hotel „San Blas“: eine komplette Siedlung, mit Doppelzimmern, Apartments, Villen, einem künstlichen See, Tennisplatz, Spielplatz, acht Swimmingpools. Doch wo sich sonst rund 700 Touristen tummeln, ist zurzeit keine Menschenseele.

Zufällig kommt Alirio Pérez vorbei, der Direktor. Er öffnet die Tür und zeigt sein verwaistes Reich. Es erinnert ein wenig an einen Palast, mit seinen mächtigen Räumen, den hohen Decken, den vielen Säulen und dem rot-bräunlichen Steinboden.

Pérez hat mehr als 100 Angestellte in Kurzarbeit geschickt, fünf sind geblieben, sie kümmern sich um die Gärten und die Instandhaltung. „Was auf den Kanaren passiert, ist eine Katastrophe“, sagt Pérez: „Wenn wir nicht an Covid sterben, dann sterben wir an Hunger.“",Tim Röhn,1598252520,"Ausland,Corona auf den Kanaren",welt
Dieser Fotograf zeigt Tag und Nacht in nur einem Bild,"Der Fotograf Stephen Wilkes bietet in seinen Zeitraffer-Panoramen einen spektakulär neuen Blick auf die Welt. Er komprimiert die besten Momente des Tages und der Nacht in einer einzigen Komposition.

Anzeige

Manche Betrachter finden seine Ansichten kitschig, andere können sich gar nicht daran sattsehen. Sie erinnern an detailversessene Wimmelbilder oder an Pieter Bruegels Sprichwörter-Gemälde. Der Grand Canyon Nationalpark, wie man ihn nicht kennt: am Tage voller Touristen, bei Nacht menschenleer, beides in einem Bild vereint.

Das Kommen und Gehen aller Tiere an einem Wasserloch in der staubtrockenen Serengeti. Ein Zeitverlauf, erfasst in einem einzigen Bild. Ein Tag wird zum Augenblick. Eine Sehenswürdigkeit, ein Naturspektakel in 24 Stunden. Wie aber funktioniert das?

Der amerikanische Künstler Stephen Wilkes fotografiert bis zu 36 Stunden lang von einer bestimmten, exakt vermessenen Position aus. Aus über 1500 Einzelbildern wählt er dann die besten Momentaufnahmen des Tages und der Nacht aus. Diese wiederum werden zu einem einzigen Panorama verwoben, mit digitaler Technik exakt als Collage übereinander geblendet. Man könnte ihn als einen Fotokomponisten bezeichnen.

Vom 21 Meter hohen Desert View Watchtower aus fotografierte Stephen Wilkes 36 Stunden lang den berühmtesten Aussichtspunkt des Grand Canyon am South Rim Quelle: © 2019 Stephen Wilkes

Anzeige

Wilkes hat seine Idee „Day to Night“ getauft – und auch gleich markenrechtlich schützen lassen. Er sagt über seine Kreation: „Vor einigen Jahren stellte ich mir vor, die Zeit in einem einzigen Foto zu verändern – die besten Momente des Tages und der Nacht in einem einzigen Bild zu komprimieren. Die fotografische Technik hat sich weiterentwickelt und meine Träume Wirklichkeit werden lassen.“

Fotograf Stephen Wilkes zeigt berühmte Orte in neuem Licht

Seine Bilder halten nicht nur den Ort, sondern auch die Zeit fest. Die besten 60 Kompositionen sind nun im gewaltigen Tablebook „Day To Night“ bei Taschen erschienen. Es sind epische Panoramen vom Tag zur Nacht, vom Trafalgar Square bis zum Roten Platz, von den Champs-Élysées bis Coney Island, von Miami bis Rio de Janeiro, vom Markusplatz in Venedig bis zum Petersplatz in Rom. Berühmte Orte und Wahrzeichen, Reiseklassiker in einem neuen Licht, aus vielen Einzelbildern zusammengesetzt.

Der Eiffelturm in Paris: Flaneure und Wasserspiele bei Tag sowie die Beleuchtung des Wahrzeichens bei Nacht vereint auf einem Bild Quelle: © 2019 Stephen Wilkes

Jedes dieser Panoramen setzt Stephen Wilkes in seinem Studio in Connecticut mit viel Geduld zusammen, sowohl am Computer als auch als Print-Auszug an der Wand. Er prüft Tausende Einzelbilder, testet Tonwert, Bewegungsmuster, Farben. Geben sie tatsächlich den Rhythmus und die Übergänge von Tag und Nacht präzise wieder? Bis zu vier Monate braucht er, um ein Panorama fertigzustellen.

Venedig: Historische Boote bei der Regata storica auf dem Canal Grande im Jahr 2015 Quelle: © 2019 Stephen Wilkes

Anzeige

Manchmal ist die Vorbereitung noch langwieriger. Beim Vatikan etwa. Wilkes verhandelte zwei Jahre für eine Aufnahmegenehmigung auf dem Petersplatz, genauer: Er wollte von einer bestimmten Position aus Papst Franziskus bei einer Ostermesse fotografieren. Die Geduld hat sich gelohnt: Auf dem Zeitrafferfoto ist der Papst gleich zehn Mal zu entdecken – auf dem Platz, auf dem Balkon, bei der Predigt, an der Brüstung. Ein profan-sakraler Bilderstreich.

Stephen Wilkes: Day to Night , Taschen Verlag, breitformatiger Bildband, mehrsprachig in Deutsch, Englisch, Französisch, 260 Seiten mit 60 Panoramen, davon zwei Seiten zum Ausklappen, 100 Euro

New York: der Brooklyn Bridge Park im Sommer 2016 Quelle: © 2019 Stephen Wilkes

Besucher im New Yorker Central Park nach einem Schneesturm im Jahr 2010 Quelle: © 2019 Stephen Wilkes

Anzeige

Magisch: Stonehenge in England nahm Stephen Wilkes 2016 auf Quelle: © 2019 Stephen Wilkes





Gut getarnt: Stephen Wilkes im dunklen Overall filmt Möwen auf Bass Rock in Schottland. Der Helm schützt vor Vogelschiss Quelle: © 2019 Stephen Wilkes

Quelle: © 2019 Stephen Wilkes

Dieser Artikel wurde erstmals am 26. Juli 2019 veröffentlicht.",Kira Hanser,1598252520,"Fernreisen,Stephen Wilkes",welt
Conte vor dem Aus? „Es war eine unglaubliche Erfahrung“,,,1598252349,"Sport,Inter Mailand",welt
Ein Sieg für alle,,,1598252278,"Sport,Julen Lopetegui",welt
