title,text,author,published,tags,source
Ziemiak fordert Aufnahme der Nationalhymne ins Grundgesetz,"Anzeige

CDU-Generalsekretär Paul Ziemiak hat sich aus Anlass des 30. Jahrestags der deutschen Vereinigung für eine Aufnahme der Nationalhymne in das Grundgesetz ausgesprochen. Symbole, die „zeigen, wie wir zu unserem Land stehen“, seien wichtig, sagte Ziemiak dem Nachrichtenportal „t-online“. Die Hymne sei „ein Staatssymbol und sie drückt aus, welchen gesellschaftlichen Anspruch wir an unser Land haben“.

Die Werte „Einigkeit und Recht und Freiheit“ seien „vielleicht nie wichtiger als heute“ gewesen, sagte er. Deswegen müsse das Grundgesetz entsprechend geändert werden. Er glaube, dass das Land „noch nie so vereint war wie jetzt“. Am Tag der Deutschen Einheit sollten sich die Bürger bewusst machen, „in was für einem wunderbaren Land wir leben.“

Zudem forderte Ziemiak mehr Respekt für die Leistung der Menschen in Ostdeutschland nach der Vereinigung. „Viel zu selten würdigen wir das, was diese Menschen nach der Friedlichen Revolution geleistet haben, wie sie mit den vielen Umbrüchen umgegangen sind und diese gemeistert haben“ – auch, wenn noch einige Dinge verbessert werden könnten, wie „beispielsweise die finanzielle Absicherung der Frauen oder die Entschädigung der SED-Opfer.“

Lesen Sie auch Heimatgefühle Deutschland, ich liebe Dich

Anzeige



","'Luisa Hofmeier', 'Thomas Vitzthum', 'Daniel Eckert', 'Sebastian Beug'",1601630878,"Panorama, Deutsche Wiedervereinigung",welt
Bundestrainer Löw nominiert zwei Debütanten,"Nach dem Bundesligaspieltag am Wochenende stehen für die Nationalmannschaft gleich drei Länderspiele an. Bundestrainer Löw hat nun seinen Kader nominiert. Er plane „mit zwei unterschiedlichen Aufgeboten“.

Anzeige

Mit den Neulingen Mahmoud Dahoud von Borussia Dortmund und Jonas Hofmann von Borussia Mönchengladbach sowie insgesamt 29 Spielern geht Joachim Löw den kommenden Länderspiel-Dreierpack an. Wie angekündigt kehren die zuletzt geschonten Bayern um Kapitän Manuel Neuer sowie die Leipziger Marcel Halstenberg und Lukas Klostermann zurück.

Der Bundestrainer nominierte vor den Partien gegen die Türkei, in der Ukraine und gegen die Schweiz zudem nach längerer Pause wieder Nadiem Amiri (Leverkusen), Benjamin Henrichs (Leipzig) und Niklas Stark (Hertha BSC). Auch der angeschlagene Toni Kroos (Real Madrid) ist vorerst im Kader.

Nicht dabei sind wegen Verletzungen Torwart Marc-André ter Stegen (Barcelona), Leroy Sané (FC Bayern), Thilo Kehrer (Paris) und Ilkay Gündogan (Manchester City). Der Mittelfeldspieler soll sich nach einer Infektion mit dem Coronavirus bei seinem Klub weiter auskurieren, teilte der Deutsche Fußball-Bund mit.

Deutschland in der Nations League noch ohne Sieg

Anzeige

Das deutsche Nationalteam trifft zunächst in Köln auf die Türkei. Anschließend stehen jeweils drei Tage später die Partien in der Nations League zunächst in Kiew gegen die Ukraine und wiederum in Köln gegen die Schweiz an. In dem Wettbewerb ist die DFB-Elf noch ohne Sieg.

Jonas Hofmann von Borussia Mönchengladbach wurde zum ersten Mal zur Nationalmannschaft eingeladen Quelle: Getty Images/Lars Baron

Löw will das Testspiel gegen die Türkei mit einer separaten Mannschaft angehen. „Wir lassen die Spieler in zwei Etappen anreisen und planen im Grunde mit zwei unterschiedlichen Aufgeboten“, erklärte der Bundestrainer. Alle Spieler des FC Bayern und von RB Leipzig sowie Kroos werden erst Dienstag in Köln anreisen und dann Mittwoch trainieren. „Mit ihnen plane ich nicht für das Spiel gegen die Türkei“, sagte Löw.

Im Anschluss will der 60-Jährige dann entscheiden, wer die Reise zum Spiel gegen die Ukraine ins Corona-Risikogebiet Kiew mit antreten wird. „Das Reglement sieht für die Uefa-Spiele ja ohnehin maximal 23 Spieler vor“, bemerkte Löw. „Und was die Pandemie angeht, werden wir wieder penibel sämtliche Maßnahmen ergreifen, um das Risiko, sich zu infizieren, so gering wie möglich zu halten.“

Löw will die Belastung für jeden Spieler dosieren. „Es wird im Rahmen dieses intensiven Zeitraums bei der Nationalmannschaft für jeden Phasen der Anspannung, aber auch der Entspannung geben. Deshalb haben wir einen erweiterten Kader berufen, der uns genügend Optionen für die drei Spiele gibt“, sagte der DFB-Chefcoach. „Mit Blick auf die individuelle Belastungssteuerung der Spieler ist das eine Herausforderung“, erklärte Löw.",'Julien Wolff',1601630809,"Fußball, Nationalmannschaft",welt
Belgien hat eine neue Prinzessin - Uneheliche Tochter des Ex-Königs siegt vor Gericht,,"'Dagmar Von Taube', 'Marcus Woeller'",1601630789,"Panorama, Delphine Boël",welt
Der FC Bayern bleibt offenbar auf Cuisance sitzen,"Trotz des des schmalen Kaders will der FC Bayern Michael Cuisance verkaufen. Obwohl erst 21, hat er keine Perspektive mehr. Doch nun platzte der schon sichere Transfer. In Frankreich werden erste Hintergründe vermeldet.

Anzeige

Schlechte Nachrichten für den FC Bayern nach dem Triumph bei der Fußball-Gala: Nachdem Hans-Dieter Flick am Donnerstag als Europas Trainer und Robert Lewandowski als Spieler des Jahres ausgezeichnet wurden, müssen die Münchener in ihrer Personalplanung einen Rückschlag verkraften.

Der Wechsel des französischen Mittelfeldspielers Michael Cuisance zu Leeds United ist offenbar geplatzt. Dabei waren sich eigentlich alle Parteien einig, im Gespräch war eine stattliche Ablösesumme von rund 20 Millionen Euro. Der 21-Jährige war am Mittwoch bereits nach Leeds aufgebrochen, um den Medizincheck beim Premier-League-Aufsteiger durchzuführen. Genau den soll er laut übereinstimmender Medienberichte aber nicht bestanden haben.

Lesen Sie auch Mario Götze „Es wurde so dargestellt, als ginge es mir vorrangig ums Geld. Dem ist nicht so“

Nun meldet die französische Sportzeitung „L‘Équipe“, dass bei Cuisance eine Verletzung entdeckt worden sei, die der Spieler erst hätte auskurieren müssen, bevor er zum Einsatz käme. Dies hätte einige Wochen in Anspruch genommen. Offenbar zu lang für Leeds-Trainer Marcelo Bielsa, der eine sofortige Verstärkung wünscht.

Vorfall mit Lewandowski im Training

Anzeige

Cuisance kam in dieser Saison erst auf 17 Minuten Spielzeit in der Bundesliga und stand beim 1:4 gegen Hoffenheim am Sonntag nicht im Kader, über eine Verletzung war bislang nichts bekannt. Allerdings war es am Montag im Bayern-Training zu einem Zwischenfall gekommen, als Cuisance von Robert Lewandowski hart gefoult wurde. Es soll darauf zu einem Disput gekommen sein. Ob das Tackling im Zusammenhang mit dem nicht bestandenen Medizincheck steht, ist nicht bekannt.

Weiter im Bayern-Trikot? Michael Cuisance soll Freitag wieder in München eintreffen Quelle: Bongarts/Getty Images/Alexander Hassenstein

Die Münchener hatten Cuisance im Sommer 2019 von Borussia Mönchengladbach für eine Ablösesumme von rund zehn Millionen Euro verpflichtet. Der Franzose unterschrieb einen Vertrag bis zum Sommer 2024, hat es aber nie über den Status des Ergänzungsspielers hinausgeschafft.

Dies dürfte sich, sollte er nicht verkauft werden, kaum ändern. Dass die Bayern ob des dünnen Kaders und des prallvollen Terminkalenders überhaupt bereit sind, Cuisance abzugeben, spricht Bände.","'Stephan Flohr', 'Christian Falk', 'Tom Kollmar'",1601630505,"Bundesliga, Transfer geplatzt",welt
"„Was man ihm glauben kann, muss man abwarten“",,,1601629781,"Deutschland, Politiker-Reaktionen",welt
"Als Erster in den Osten, fast freiwillig",,Joachim Schuth,1601629557,"Bundesliga, Sergio Allievi",welt
Schlampt die Arzneimittelbehörde FDA bei der Überwachung?,"Anzeige

Medikamentenstudien werden in den USA von der Arzneimittelbehörde FDA überwacht. Sind die Daten nicht zufriedenstellend, kann sie verhindern, dass Wirkstoffe auf den Markt kommen. Das System ist lang erprobt – auf das Urteil der Behörde gründen letztlich auch andere Länder ihre Zulassung.

Doch nun wird Kritik laut: Mitarbeiter des renommierten Fachjournals „Science“ werfen der Behörde Nachlässigkeit bei der Überwachung klinischer Studien vor. Die Lebens- und Arzneimittelbehörde FDA (Food and Drug Administration) kontrolliere die meist von Pharmakonzernen in Auftrag gegebenen Studien, etwa Zulassungsstudien von Medikamenten an Menschen, lasch, langsam und verschwiegen, heißt es in einer in „Science“ veröffentlichten Untersuchung. Verstöße blieben zunehmend ohne Konsequenzen.

Die „Science“-Mitarbeiter Charles Piller und Meagan Weiland sichteten nach eigenen Angaben rund 1600 interne Dokumente der Arzneimittelbehörde aus einem Zeitraum von etwa zehn Jahren bis 2019. FDA-Gutachter hätten die teils „gefährlichen und gesetzeswidrigen Praktiken“ bei den klinischen Studien zwar dokumentiert, die Behörde habe die Unternehmen bei Verstößen aber nur in Ausnahmefällen geahndet und zur Nachbesserung gezwungen.

Lesen Sie auch Medikamenten-Suche Wie das „Google der Pharmaindustrie“ den Kampf gegen Corona gewinnen will

Anzeige

So sei es etwa oft folgenlos geblieben, wenn Studienteilnehmer über Risiken nicht ausreichend informiert oder Erhebungen nicht sorgfältig dokumentiert wurden.

Lesen Sie auch Brand Story Einzigartiger Planet Er rettet den Urwald mit alten Handys Anzeige

Den Recherchen zufolge hat sich etwa die Anzahl der durch die US-Behörde ausgesprochenen Verwarnungen in den vergangenen Jahren deutlich reduziert: Während die Behörde in den ersten drei Amtsjahren von Präsident Barack Obama (2009 bis 2011) noch 99 sogenannte Warning Letters für schwerwiegende Verstöße ausstellte, waren es in seinen letzten drei Amtsjahren (2014 bis 2017) noch 36 und nur zwölf während der ersten drei Jahre unter Donald Trump. Gleichzeitig sei die Anzahl der durch die FDA überprüften Vorgänge unter Trump deutlich angestiegen. Auch das Behördenbudget habe sich im Laufe der Jahre erhöht.

Die US-Behörde erklärte in „Science“, die Zahl solcher Verwarnungen könne „zurückgehen und ansteigen“. Die Trump-Regierung beeinflusse ihre Arbeit nicht. Im Zusammenhang mit einer möglichen Zulassung eines Corona-Impfstoffs hatte FDA-Chef Stephen Hahn mehrfach die politische Unabhängigkeit der Behörde betont: Die FDA werde sich bei der Zulassung eines Impfstoffs an ihre bekannten und streng wissenschaftlichen Abläufe halten.

Lesen Sie auch Corona & Grippe Nur diese Krankenkassen zahlen Ihnen den Grippeschutz

Anzeige

Den Einfluss der FDA auf die globale Medikamentensicherheit schätzt Wolfgang Becker-Brüser, Arzt und Herausgeber der Fachzeitschrift „Arznei-Telegramm“, als hoch ein. „Die Praxis der Arzneimittelzulassung in den USA wird mit Sicherheit einen Einfluss auf die Qualität der Medikamente und Arzneimittel in Deutschland haben“, sagte er der Deutschen Presse-Agentur.

Es gebe einen „globalisierten Arzneimittelmarkt“, weshalb die unterschiedlichen Arzneimittelbehörden eng zusammenarbeiteten, so auch die FDA mit ihrem europäischen Pendant, der European Medicines Agency (EMA). Gleichzeitig befänden sich die Behörden aber auch in einem Konkurrenzverhältnis, etwa bei der Schnelligkeit von Medikamenten- oder Impfstoffzulassungen. Die EMA könne durch frühe Entscheidungen der FDA unter Druck geraten, Arzneimittel ebenfalls „vorschnell“ zuzulassen.

„Wenn einer der Partner schwächelt und nicht sauber arbeitet, dann geraten auch die anderen unter Druck“, sagte Becker-Brüser. Die EMA werde immer wieder dafür kritisiert, zu langsam zu arbeiten, dabei könne Langsamkeit ein Zeichen für Gründlichkeit sein.",Magdalena Tröndle,1601628731,"Wissenschaft, Neue Medikamente",welt
BVB-Niederlage denkbar ungünstig,,,1601628394,"Sport, Christian Streich",welt
Andrej Kramaric auf dem Weg zur Legende,,,1601628326,"Sport, Sebastian Hoeneß",welt
Sieg gegen Bayern etwas ganz besonderes,,,1601628239,"Sport, Sebastian Hoeneß",welt
Für Zwillinge beginnt am Samstag eine der schönsten Liebesphasen des Jahres,"Sie wollen wissen, wie die Sterne am Samstag und Sonntag für Sie stehen? Unser Wochenendhoroskop verrät, was Sie am 3. und 4. Oktober erwartet und welche Entscheidung Sie weiterbringen kann.","'Adele Bein', 'Ute Flörchinger', 'Nicola Erdmann', 'Ourania Marmara'",1601628087,"ICONIST, Wochenendhoroskop",welt
So leicht ist die Gruppe nicht,,,1601628078,"Sport, Lucien Favre",welt
Das sagt Landon Donovan zum Spielabbruch,,,1601627960,"Sport, San Jose Loyal",welt
